date_confirmed,delaware_cases,delaware_deaths,delaware_negative,newcastle_cases,newcastle_deaths,newcastle_negative,kent_cases,kent_deaths,kent_negative,sussex_cases,sussex_deaths,sussex_negative,delaware_tests
2020-10-4,21513,660,258921,11211,331,150594,3185,118,33939,7040,211,58715,280434
2020-10-5,21600,662,259844,11266,333,151162,3191,118,34074,7066,211,58878,281444
2020-10-6,21729,662,261684,11344,333,152473,3204,118,34236,7104,211,59154,283413
2020-10-7,21829,665,263444,11414,335,153865,3207,119,34304,7131,211,59376,285273
2020-10-8,21986,667,266055,11523,336,155897,3214,119,34527,7172,212,59632,288041
2020-10-9,22166,669,269060,11639,337,158027,3236,119,34906,7213,213,59991,291226
2020-11-1,25476,732,311523,13524,368,185413,3640,121,39574,8234,243,68249,336999
2020-11-10,27496,750,325546,14794,377,193984,3893,122,41456,8730,251,71025,353042
2020-11-11,27694,752,326958,14919,377,194715,3917,122,41666,8779,253,71356,354652
2020-11-12,28159,754,329508,15229,378,196414,3970,122,41892,8881,254,71857,357667
2020-11-13,28540,757,331335,15457,379,197458,4043,122,42218,8959,256,72221,359875
2020-11-14,28943,758,333427,15742,379,198751,4060,122,42441,9060,257,72687,362370
2020-11-15,29346,761,336136,15984,380,200265,4118,122,42817,9163,259,73368,365482
2020-11-16,29707,765,338400,16248,381,201757,4159,122,43082,9219,262,73749,368107
2020-11-17,29928,768,339411,16374,383,202295,4193,123,43258,9280,262,73973,369339
2020-11-18,30326,770,341402,16615,384,203432,4252,123,43545,9377,263,74374,371728
2020-11-19,30971,772,345046,17019,384,205531,4351,125,44037,9519,263,75173,376017
2020-11-2,25577,733,312408,13577,368,185917,3652,122,39678,8270,243,68487,337985
2020-11-20,31491,774,348263,17390,384,207630,4406,125,44349,9613,265,75773,379754
2020-11-21,31984,776,351310,17721,384,209233,4469,125,44871,9712,267,76496,383294
2020-11-22,32356,780,353379,17942,386,210403,4520,127,45110,9811,267,77053,385735
2020-11-23,32798,786,356341,18233,389,212368,4582,129,45429,9896,268,77584,389139
2020-11-24,33101,790,358493,18449,392,213831,4623,130,45615,9942,268,77954,391594
2020-11-25,33685,792,361762,18802,392,215510,4704,130,45919,10090,270,79003,395447
2020-11-26,34257,795,364892,19180,393,217251,4800,131,46407,10188,271,79669,399149
2020-11-27,34762,798,367643,19509,394,218891,4902,131,46805,10262,273,80048,402405
2020-11-28,35364,801,370327,19896,396,220705,4980,132,47039,10397,273,80526,405691
2020-11-29,35772,804,371932,20115,397,221496,5110,133,47448,10456,274,80824,407704
2020-11-3,25694,737,313290,13633,368,186411,3661,122,39813,8322,247,68706,338984
2020-11-30,36443,807,374332,20585,398,223034,5203,133,47724,10563,276,81231,410775
2020-11-4,25911,737,314806,13762,368,187207,3704,122,40029,8367,247,69102,340717
2020-11-5,26205,739,317011,13956,370,188681,3737,122,40256,8434,247,69464,343216
2020-11-6,26423,741,318850,14100,371,189776,3758,122,40601,8487,248,69774,345273
2020-11-7,26735,744,320847,14316,373,190966,3794,122,40907,8546,249,70161,347582
2020-11-8,27052,745,322876,14536,374,192351,3825,122,41138,8612,249,70474,349928
2020-11-9,27256,747,324242,14669,374,193287,3841,122,41228,8667,251,70748,351498
2020-12-1,36801,811,375366,20784,401,223589,5298,134,47959,10627,276,81429,412167
2020-12-10,43808,852,398019,25121,418,236932,6692,151,51278,11893,283,85818,441827
2020-12-11,44877,856,401611,25792,419,239155,6889,152,51695,12088,285,86523,446488
2020-12-12,45475,862,403912,26118,423,240310,6979,153,52052,12268,286,87144,449387
2020-12-13,46471,871,407281,26680,428,242058,7168,154,52653,12510,289,87935,453752
2020-12-14,47162,877,409566,27132,431,243536,7276,155,52898,12638,291,88311,456728
2020-12-15,47948,884,412345,27632,434,245151,7428,158,53413,12770,292,88780,460293
2020-12-16,48782,893,414976,28111,440,246487,7586,160,53852,12966,293,89437,463758
2020-12-17,49112,898,416177,28267,442,247118,7658,162,54017,13067,294,89753,465289
2020-12-18,50145,904,419469,28901,445,249051,7813,164,54420,13309,295,90527,469614
2020-12-19,50629,911,421219,29155,450,249904,7894,164,54661,13457,297,91094,471848
2020-12-2,37581,814,377887,21308,404,225086,5423,134,48297,10758,276,81866,415468
2020-12-20,51084,921,422979,29333,457,250558,8013,164,55056,13615,300,91633,474063
2020-12-21,51653,926,424809,29681,460,251609,8117,166,55370,13730,300,91980,476462
2020-12-22,52243,933,426422,30083,464,252629,8227,168,55631,13808,301,92256,478665
2020-12-23,53032,941,429356,30561,468,254297,8333,171,55958,14012,302,93003,482388
2020-12-24,53667,948,431773,30993,472,255836,8427,173,56210,14121,303,93546,485440
2020-12-25,54471,955,434604,31381,473,257132,8655,174,56658,14308,308,94390,489075
2020-12-26,55030,962,436563,31694,477,258178,8762,176,56996,14443,309,94855,491593
2020-12-27,55462,973,437965,31963,487,259141,8828,177,57099,14538,309,95118,493427
2020-12-28,56158,980,439704,32418,489,260249,8933,180,57305,14671,311,95437,495862
2020-12-29,56565,986,441127,32679,492,261176,9007,182,57481,14743,312,95734,497692
2020-12-3,38505,819,380501,21839,407,226600,5662,135,48751,10911,277,82315,419006
2020-12-30,57435,993,443279,33211,495,262441,9157,183,57782,14926,315,96236,500714
2020-12-31,58053,997,444744,33443,496,263189,9310,183,57999,15159,318,96685,502797
2020-12-4,39193,821,382581,22283,408,227897,5799,135,49017,11017,278,82698,421774
2020-12-5,39963,823,385161,22758,408,229327,5947,136,49387,11163,279,83345,425124
2020-12-6,40772,829,388296,23166,410,230864,6158,140,50075,11353,279,83984,429068
2020-12-7,41474,834,390656,23594,412,232355,6292,143,50385,11492,279,84425,432130
2020-12-8,42393,836,393340,24263,413,234272,6427,144,50637,11606,279,84795,435733
2020-12-9,43029,849,395544,24718,417,235685,6523,150,50921,11687,282,85165,438573
2020-3-10,5,0,19,NA,0,11,0,0,NA,0,0,NA,24
2020-3-11,9,0,23,NA,0,13,0,0,NA,NA,0,NA,32
2020-3-12,9,0,33,NA,0,20,0,0,NA,NA,0,NA,42
2020-3-13,10,0,53,NA,0,31,0,0,NA,NA,0,18,63
2020-3-14,10,0,72,NA,0,43,0,0,NA,NA,0,21,82
2020-3-15,13,0,88,NA,0,53,NA,0,11,NA,0,24,101
2020-3-16,14,0,106,11,0,60,NA,0,16,NA,0,30,120
2020-3-17,18,0,147,11,0,84,NA,0,26,NA,0,36,165
2020-3-18,29,0,207,18,0,92,NA,0,30,NA,0,84,236
2020-3-19,42,0,472,25,0,169,NA,0,58,NA,0,239,514
2020-3-20,50,0,564,29,0,217,NA,0,72,12,0,269,614
2020-3-21,57,0,626,34,0,252,NA,0,80,14,0,287,683
2020-3-22,69,0,654,42,0,268,NA,0,86,18,0,293,723
2020-3-23,107,0,929,66,0,426,14,0,118,27,0,364,1036
2020-3-24,138,1,1298,87,0,713,21,0,160,30,NA,384,1436
2020-3-25,156,2,1516,98,NA,857,24,0,179,34,NA,424,1672
2020-3-26,178,3,1779,109,NA,974,28,0,244,41,NA,483,1957
2020-3-27,215,5,1992,133,NA,1041,34,0,314,48,NA,522,2207
2020-3-28,262,9,2292,151,NA,1171,39,NA,367,72,NA,619,2554
2020-3-29,308,10,2509,173,NA,1305,46,NA,404,89,NA,644,2817
2020-3-30,344,11,2835,205,NA,1482,46,NA,431,93,NA,749,3179
2020-3-31,414,12,3358,247,NA,1712,58,NA,547,109,NA,886,3772
2020-3-8,5,0,10,NA,0,NA,0,0,NA,0,0,NA,15
2020-3-9,5,0,15,NA,0,NA,0,0,NA,0,0,NA,20
2020-4-1,451,13,3744,271,NA,1880,63,NA,585,117,NA,1031,4195
2020-4-10,1474,36,8397,834,19,4474,253,NA,1281,386,14,2078,9871
2020-4-11,1611,44,8861,876,21,4647,277,NA,1402,457,19,2220,10472
2020-4-12,1719,49,9247,938,23,4942,297,NA,1444,483,21,2250,10966
2020-4-13,1865,54,9568,985,25,5105,306,NA,1469,573,22,2374,11433
2020-4-14,2059,61,9950,1023,29,5216,355,NA,1583,680,24,2484,12009
2020-4-15,2121,68,10046,1043,31,5253,367,NA,1601,710,28,2522,12167
2020-4-16,2234,71,10337,1101,32,5452,378,NA,1624,754,29,2579,12571
2020-4-17,2519,77,10824,1187,33,5691,426,12,1726,904,32,2683,13343
2020-4-18,2637,87,11186,1270,37,5954,449,15,1785,916,35,2706,13823
2020-4-19,2839,91,11430,1290,38,6011,462,16,1807,1085,37,2861,14269
2020-4-2,482,16,4159,289,NA,2233,69,NA,618,124,NA,1043,4641
2020-4-20,3028,101,11806,1366,42,6191,491,17,1892,1169,42,2954,14834
2020-4-21,3306,106,12167,1426,43,6257,534,19,1978,1344,44,3138,15473
2020-4-22,3434,119,12393,1468,51,6325,569,20,2046,1395,48,3213,15827
2020-4-23,3577,133,12691,1572,61,6564,587,20,2085,1416,52,3228,16268
2020-4-24,3713,149,12879,1590,69,6601,609,24,2141,1512,56,3313,16592
2020-4-25,4168,157,13870,1689,72,7045,653,26,2267,1823,59,3696,18038
2020-4-26,4298,170,14102,1720,79,7125,681,27,2304,1894,64,3795,18400
2020-4-27,4702,183,15155,1788,83,7365,763,29,2533,2148,71,4280,19857
2020-4-28,4810,194,15517,1805,88,7452,776,30,2576,2226,76,4488,20327
2020-4-29,4849,206,15628,1823,94,7495,788,33,2611,2235,79,4497,20477
2020-4-3,655,17,5170,428,NA,2940,89,NA,737,138,NA,1158,5825
2020-4-30,5045,212,16204,1943,96,7905,812,35,2671,2287,81,4588,21249
2020-4-4,714,17,5499,458,NA,3025,104,NA,850,152,NA,1251,6213
2020-4-5,784,19,5800,501,12,3220,114,NA,869,169,NA,1322,6584
2020-4-6,878,24,6251,546,15,3418,149,NA,1005,183,NA,1390,7129
2020-4-7,1104,28,7254,654,18,3855,177,NA,1100,273,NA,1798,8358
2020-4-8,1220,32,7590,687,19,3940,223,NA,1208,309,NA,1906,8810
2020-4-9,1319,34,7884,761,19,4143,231,NA,1239,326,12,1952,9203
2020-5-1,5175,224,16552,1969,102,8007,843,36,2751,2359,86,4730,21727
2020-5-10,7149,316,26146,2573,141,10642,1133,54,4314,3432,121,9096,33295
2020-5-11,7265,328,26981,2607,146,10828,1161,57,4474,3486,125,9467,34246
2020-5-12,7331,339,27486,2651,150,11075,1174,58,4598,3495,131,9545,34817
2020-5-13,7394,355,28042,2675,163,11252,1182,58,4688,3526,134,9797,35436
2020-5-14,7513,367,29092,2723,168,11711,1201,61,4855,3578,138,10146,36605
2020-5-15,7960,378,31998,2840,177,12736,1272,62,5155,3837,139,11586,39958
2020-5-16,8098,388,33135,2950,184,13417,1286,62,5317,3850,142,11818,41233
2020-5-17,8287,398,34841,3032,192,13935,1311,63,5475,3932,143,12762,43128
2020-5-18,8397,405,35851,3084,198,14329,1323,63,5585,3977,144,13200,44248
2020-5-19,8474,416,36357,3137,204,14658,1338,65,5657,3986,147,13265,44831
2020-5-2,5328,236,16930,1994,109,8060,872,37,2854,2458,90,4937,22258
2020-5-20,8573,424,37077,3196,210,15030,1354,65,5736,4010,149,13488,45650
2020-5-21,8705,429,38059,3268,212,15446,1371,66,5809,4053,151,13927,46764
2020-5-22,8816,434,39074,3345,214,15989,1386,66,5912,4072,154,14235,47890
2020-5-23,8948,440,40172,3426,218,16624,1414,66,6079,4095,156,14466,49120
2020-5-24,9105,448,41946,3553,221,17865,1428,70,6243,4110,157,14768,51051
2020-5-25,9198,454,42849,3617,224,18433,1438,71,6362,4129,159,14945,52047
2020-5-26,9233,464,43303,3638,230,18671,1443,74,6482,4138,160,15003,52536
2020-5-27,9309,474,44529,3682,238,19139,1462,74,7009,4151,162,15145,53838
2020-5-28,9388,482,45146,3748,242,19515,1469,76,7122,4157,164,15230,54534
2020-5-29,9544,489,46403,3825,245,19987,1502,78,7229,4203,166,15824,55947
2020-5-3,5629,248,18118,2142,113,8636,894,41,2960,2588,94,5391,23747
2020-5-30,9613,493,47536,3864,248,20492,1510,78,7355,4224,167,16271,57149
2020-5-31,9741,496,49370,3962,249,21193,1517,80,7464,4247,167,17214,59111
2020-5-4,5845,258,18839,2175,117,8734,926,42,3070,2739,99,5823,24684
2020-5-5,6011,269,19244,2214,122,8900,990,42,3190,2801,105,5896,25255
2020-5-6,6201,272,19943,2253,123,9033,1001,42,3260,2941,107,6361,26144
2020-5-7,6376,288,20823,2344,126,9405,1026,45,3388,3000,117,6614,27199
2020-5-8,6542,301,22231,2403,132,9699,1057,49,3749,3075,120,7021,28773
2020-5-9,6664,305,23353,2447,134,9935,1091,51,4157,3118,120,7300,30017
2020-6-1,9799,499,50586,3989,250,21916,1526,81,7551,4269,168,17558,60385
2020-6-10,10299,532,60064,4333,264,27570,1598,90,8686,4351,178,19756,70363
2020-6-11,10357,534,62720,4384,264,29308,1601,91,9070,4355,179,20121,73077
2020-6-12,10417,536,64873,4424,265,30759,1608,92,9261,4368,179,20451,75290
2020-6-13,10460,539,66348,4458,267,31747,1610,93,9352,4375,179,20708,76808
2020-6-14,10535,540,68941,4512,268,33651,1619,93,9639,4387,179,20958,79476
2020-6-15,10595,542,70193,4546,269,34353,1630,93,9804,4402,180,21250,80788
2020-6-16,10642,543,70650,4584,269,34583,1636,93,9910,4405,181,21319,81292
2020-6-17,10705,546,72561,4639,271,36269,1640,93,9975,4409,182,21390,83266
2020-6-18,10745,547,74164,4672,272,37415,1644,93,10120,4412,182,21595,84909
2020-6-19,10794,551,75976,4706,273,38476,1648,94,10258,4423,184,22111,86770
2020-6-2,9835,500,51354,4013,250,22200,1529,81,7825,4278,169,17689,61189
2020-6-20,10883,551,78288,4781,273,40293,1653,94,10500,4432,184,22264,89171
2020-6-21,10928,554,79904,4814,275,41396,1659,95,10576,4438,184,22636,90832
2020-6-22,10975,556,80632,4844,275,41782,1667,96,10692,4447,185,22828,91607
2020-6-23,11018,556,81245,4863,275,41968,1676,96,10794,4462,185,23112,92263
2020-6-24,11116,558,83767,4942,276,43783,1681,96,11107,4476,186,23393,94883
2020-6-25,11198,558,84743,5002,276,44377,1690,96,11238,4486,186,23547,95941
2020-6-26,11310,560,87055,5055,277,45587,1718,97,11870,4517,186,23860,98365
2020-6-27,11443,561,88481,5101,278,46114,1727,97,11966,4595,186,24590,99924
2020-6-28,11598,563,91648,5214,279,48866,1737,98,12058,4624,186,24785,103246
2020-6-29,11678,564,92453,5238,279,49201,1755,99,12164,4662,186,25108,104131
2020-6-3,9878,504,52218,4042,250,22691,1532,84,7923,4289,170,17916,62096
2020-6-30,11719,565,92902,5257,280,49433,1768,99,12268,4671,186,25184,104621
2020-6-4,9936,516,52954,4079,255,23112,1545,86,8024,4297,175,18077,62890
2020-6-5,10013,520,53720,4133,259,23593,1554,86,8126,4311,175,18229,63733
2020-6-6,10095,520,54914,4196,259,24521,1571,86,8239,4313,175,18328,65009
2020-6-7,10142,523,55778,4237,261,25183,1572,87,8297,4318,175,18429,65920
2020-6-8,10194,526,56509,4272,262,25603,1579,88,8371,4328,176,18643,66703
2020-6-9,10230,530,57429,4291,262,25903,1583,90,8459,4341,178,19081,67659
2020-7-1,11906,566,96886,5350,280,51355,1782,100,12858,4747,186,26342,108792
2020-7-10,12967,574,113127,5829,286,59890,1969,102,14437,5130,186,31367,126094
2020-7-11,13186,575,116125,5879,286,61010,2023,103,15370,5243,186,32186,129311
2020-7-12,13367,578,117919,5922,286,62082,2040,105,15510,5364,187,32637,131286
2020-7-13,13494,580,120015,5992,287,63663,2058,105,15650,5403,188,32880,133509
2020-7-14,13588,580,121661,6047,287,64693,2071,105,15822,5428,188,33224,135249
2020-7-15,13669,580,122998,6083,287,65533,2090,105,15998,5454,188,33441,136667
2020-7-16,13795,580,126151,6130,287,66525,2116,105,16943,5506,188,34483,139946
2020-7-17,13875,580,128121,6174,287,68001,2137,105,17085,5521,188,34728,141996
2020-7-18,13961,582,130137,6214,289,69051,2144,105,17272,5560,188,35374,144098
2020-7-19,14074,585,132819,6275,291,70951,2164,106,17481,5592,188,35799,146893
2020-7-2,12064,567,98978,5430,280,52515,1798,101,12967,4806,186,27012,111042
2020-7-20,14218,585,134956,6370,291,72329,2173,106,17666,5632,188,36208,149174
2020-7-21,14278,587,135943,6394,291,72843,2187,106,17861,5653,190,36417,150221
2020-7-22,14427,589,138550,6465,292,74249,2228,106,18503,5690,191,36818,152977
2020-7-23,14503,589,140123,6499,292,74892,2242,106,18719,5717,191,37427,154626
2020-7-24,14615,591,142633,6560,293,76420,2254,106,19007,5755,192,37892,157248
2020-7-25,14732,593,145444,6632,294,77976,2279,106,19459,5772,193,38345,160176
2020-7-26,14844,594,148236,6707,295,79822,2291,106,19674,5794,193,38886,163080
2020-7-27,14916,595,149641,6742,295,80611,2298,107,19827,5824,193,39259,164557
2020-7-28,15059,595,151776,6843,295,82112,2313,107,20037,5844,193,39595,166835
2020-7-29,15151,596,153435,6909,296,83254,2329,107,20294,5853,193,39742,168586
2020-7-3,12139,567,101080,5480,280,54220,1813,101,13090,4816,186,27200,113219
2020-7-30,15251,596,155382,6974,296,84430,2348,107,20518,5869,193,40154,170633
2020-7-31,15343,597,156781,7023,297,85077,2362,107,20727,5898,193,40616,172124
2020-7-4,12346,568,105419,5587,281,56154,1839,101,13416,4887,186,29017,117765
2020-7-5,12458,570,106894,5650,283,56721,1852,101,13547,4922,186,29702,119352
2020-7-6,12578,571,108230,5686,284,57337,1894,101,13765,4962,186,30086,120808
2020-7-7,12632,572,108525,5700,285,57555,1906,101,13793,4989,186,30122,121157
2020-7-8,12707,573,109535,5744,285,58138,1916,102,13966,5010,186,30318,122242
2020-7-9,12851,573,111764,5790,285,59432,1949,102,14262,5073,186,30780,124615
2020-8-1,15437,599,158615,7070,298,86008,2379,107,20994,5926,194,41097,174052
2020-8-10,16097,605,174256,7481,301,95726,2487,109,23093,6061,195,43914,190353
2020-8-11,16165,607,175360,7512,302,96303,2508,109,23317,6076,196,44114,191525
2020-8-12,16260,607,177119,7564,302,97478,2529,109,23613,6098,196,44285,193379
2020-8-13,16332,607,178523,7599,302,98178,2544,109,23844,6119,196,44593,194855
2020-8-14,16401,607,179719,7650,302,98821,2550,109,24060,6130,196,44852,196120
2020-8-15,16458,607,181212,7685,302,99946,2562,109,24194,6140,196,45019,197670
2020-8-16,16548,607,183272,7740,302,101213,2577,109,24430,6160,196,45463,199820
2020-8-17,16602,609,184356,7767,302,101764,2588,110,24677,6176,197,45711,200958
2020-8-18,16647,610,185314,7802,302,102486,2595,111,24763,6179,197,45812,201961
2020-8-19,16731,610,187230,7849,302,103723,2621,111,25080,6190,197,46044,203961
2020-8-2,15548,599,161096,7146,298,87555,2398,107,21313,5942,194,41534,176644
2020-8-20,16787,610,188153,7885,302,104177,2628,111,25184,6203,197,46362,204940
2020-8-21,16871,611,189907,7929,303,105315,2645,111,25489,6225,197,46577,206778
2020-8-22,16960,612,191748,7994,303,106461,2652,111,25778,6241,198,46906,208708
2020-8-23,17027,613,193306,8041,303,107502,2658,112,26002,6255,198,47127,210333
2020-8-24,17107,613,195077,8093,303,108629,2671,112,26166,6270,198,47540,212184
2020-8-25,17176,613,196777,8141,303,109839,2680,112,26347,6281,198,47738,213953
2020-8-26,17243,613,197734,8178,303,110456,2698,112,26505,6293,198,47868,214977
2020-8-27,17373,613,200473,8250,303,112348,2721,112,26803,6328,198,48278,217846
2020-8-28,17477,614,202060,8315,304,113342,2729,112,27077,6359,198,48515,219537
2020-8-29,17586,614,203826,8387,304,114534,2742,112,27287,6383,198,48792,221412
2020-8-3,15625,599,162588,7200,298,88394,2409,107,21555,5954,194,41839,178213
2020-8-30,17686,614,205955,8441,304,115945,2762,112,27542,6409,198,49155,223641
2020-8-31,17783,616,207360,8505,306,116849,2777,112,27675,6427,198,49464,225143
2020-8-4,15686,600,163740,7238,299,89148,2422,107,21667,5963,194,42068,179426
2020-8-5,15760,605,165560,7293,301,90558,2433,109,21839,5971,195,42198,181320
2020-8-6,15846,605,167454,7344,301,91697,2451,109,22097,5988,195,42532,183300
2020-8-7,15906,605,168481,7373,301,92174,2461,109,22277,6009,195,42841,184387
2020-8-8,15959,605,170531,7403,301,93432,2469,109,22537,6024,195,43255,186490
2020-8-9,16029,605,172849,7444,301,94818,2479,109,22929,6038,195,43648,188878
2020-9-1,17850,619,210149,8555,308,118593,2784,112,27903,6437,199,50253,227999
2020-9-10,18725,627,224377,9175,311,128027,2905,116,29753,6571,200,52657,243102
2020-9-11,18859,629,225854,9268,312,129059,2926,116,29928,6591,201,52867,244713
2020-9-12,18993,629,227388,9384,312,130123,2931,116,30103,6604,201,53113,246381
2020-9-13,19095,629,228477,9441,312,130678,2954,116,30345,6626,201,53349,247572
2020-9-14,19181,630,229858,9509,312,131609,2963,116,30488,6635,202,53596,249039
2020-9-15,19265,631,231454,9581,312,132740,2971,116,30584,6639,203,53895,250719
2020-9-16,19355,633,232605,9650,314,133515,2980,116,30721,6651,203,54080,251960
2020-9-17,19497,633,234023,9750,314,134522,2995,116,30885,6677,203,54278,253520
2020-9-18,19579,633,234973,9790,314,135006,3006,116,31021,6708,203,54549,254552
2020-9-19,19700,634,236538,9864,315,135987,3023,116,31248,6737,203,54837,256238
2020-9-2,17962,621,212466,8631,310,120358,2806,112,28176,6451,199,50445,230428
2020-9-20,19801,634,238172,9935,315,137103,3037,116,31424,6753,203,55106,257973
2020-9-21,19891,635,239628,10003,315,137961,3046,116,31693,6766,204,55368,259519
2020-9-22,19974,637,240692,10056,316,138602,3064,117,31877,6778,204,55550,260666
2020-9-23,20095,639,242370,10151,317,139934,3073,117,31996,6795,205,55732,262465
2020-9-24,20216,641,243668,10244,318,140847,3076,117,32060,6820,206,55985,263884
2020-9-25,20304,642,244585,10310,319,141502,3087,117,32165,6831,206,56092,264889
2020-9-26,20404,645,246043,10388,321,142512,3100,118,32333,6840,206,56317,266447
2020-9-27,20548,645,248005,10491,321,143741,3114,118,32578,6867,206,56685,268553
2020-9-28,20643,647,249132,10564,323,144337,3125,118,32750,6878,206,56994,269775
2020-9-29,20742,650,250099,10643,325,144935,3135,118,32898,6888,207,57176,270841
2020-9-3,18052,621,214344,8684,310,121340,2828,112,28449,6466,199,50986,232396
2020-9-30,20920,651,251521,10798,326,146079,3140,118,32982,6906,207,57329,272441
2020-9-4,18200,621,216096,8797,310,122670,2849,112,28579,6480,199,51200,234296
2020-9-5,18308,622,218042,8875,310,123984,2860,113,28723,6499,199,51637,236350
2020-9-6,18390,623,219589,8928,311,125020,2872,113,28931,6516,199,51874,237979
2020-9-7,18452,625,220847,8964,311,125562,2885,114,29354,6529,200,52125,239299
2020-9-8,18519,626,222158,9013,311,126501,2893,115,29543,6539,200,52246,240677
2020-9-9,18622,627,223296,9091,311,127412,2901,116,29620,6556,200,52356,241918
2021-1-1,58836,997,447172,33843,496,264376,9465,183,58481,15387,318,97309,506008
2021-1-10,65899,1028,466591,37717,511,275278,10592,188,61143,17436,329,102023,532490
2021-1-11,66406,1032,468022,38030,513,276211,10669,189,61311,17552,330,102277,534428
2021-1-12,67131,1037,471213,38449,514,278063,10798,191,61781,17729,332,102979,538344
2021-1-13,67994,1043,473746,38941,517,279404,10948,191,62087,17948,335,103715,541740
2021-1-14,68661,1048,476019,39320,521,280845,11068,192,62371,18114,335,104159,544680
2021-1-15,69304,1048,477889,39644,521,281853,11189,192,62726,18312,335,104553,547193
2021-1-16,70236,1048,481013,40172,521,283588,11350,192,63170,18554,335,105320,551249
2021-1-17,70867,1051,482890,40483,524,284531,11475,192,63451,18748,335,105849,553757
2021-1-18,71266,1056,484089,40737,528,285306,11536,192,63598,18831,336,106054,555355
2021-1-19,71733,1060,486037,40995,529,286415,11608,192,63892,18967,339,106524,557770
2021-1-2,59442,1003,448811,34174,497,265328,9574,184,58728,15553,322,97664,508253
2021-1-20,72489,1061,488159,41450,529,287711,11727,193,64126,19149,339,107028,560648
2021-1-21,73198,1062,490570,41801,530,289067,11859,193,64524,19368,339,107563,563768
2021-1-22,73875,1065,493142,42157,530,290542,12008,195,65014,19538,340,108056,567017
2021-1-23,74537,1065,494914,42484,530,291493,12143,195,65298,19736,340,108486,569451
2021-1-24,75158,1072,497316,42856,534,292906,12230,197,65530,19897,341,109081,572474
2021-1-25,75464,1073,498113,43007,535,293328,12298,197,65721,19984,341,109227,573577
2021-1-26,75807,1076,499974,43177,536,294359,12364,197,66073,20091,343,109680,575781
2021-1-27,76476,1078,502300,43531,538,295702,12514,197,66452,20254,343,110168,578776
2021-1-28,76935,1078,504085,43763,538,296672,12634,197,66786,20361,343,110565,581020
2021-1-3,60286,1005,451005,34634,497,266503,9703,185,59001,15808,323,98251,511291
2021-1-4,61051,1006,452924,35077,497,267488,9826,185,59276,16006,324,98760,513975
2021-1-5,61680,1010,454749,35432,499,268577,9921,186,59514,16182,325,99219,516429
2021-1-6,62867,1015,457094,36154,502,270006,10077,188,59770,16487,325,99696,519961
2021-1-7,63432,1018,458756,36408,504,270802,10193,188,60065,16682,326,100203,522188
2021-1-8,64414,1019,461442,36901,504,272212,10348,188,60502,17014,327,100859,525856
2021-1-9,65209,1024,464423,37383,508,274147,10455,188,60846,17218,328,101402,529632
